ALD,ATFD,CALIN,CC,CCL,CDISP,CEXT,CINT,CM,CYCLO,FANIN,FANOUT,FANOUTCLASS,FDP,LAA,LOC,MAXNESTING,NOAV,NOEU,NOLV,NOP,is_brain
1,0,12,0,11,0.75,3,4,0,7,0,14,6,0,1,71,3,15,0,13,1,FALSE
0,0,0,0,1,0,0,0,0,4,0,3,1,0,1,11,1,2,0,1,1,FALSE
0,1,1,0,5,0.15,2,13,0,1,1,16,2,1,0,15,0,2,0,1,1,FALSE
0,0,0,0,10,0,0,0,0,1,1,2,2,0,1,3,0,1,0,0,1,FALSE
0,2,10,0,5,0.5,3,6,0,11,1,28,12,2,0,64,5,17,0,16,1,TRUE
0,0,2,0,4,0.5,1,2,0,2,1,3,1,0,1,8,1,4,0,2,1,FALSE
0,0,2,0,2,0,0,0,0,1,0,4,2,0,1,6,0,4,0,3,1,FALSE
0,0,1,0,3,0,0,0,0,2,2,9,4,0,1,35,1,15,0,1,1,FALSE
0,0,3,0,7,1,3,3,0,1,14,9,6,0,1,9,0,5,0,5,1,FALSE
0,0,0,0,2,0,0,0,0,3,2,6,3,0,1,8,2,2,0,0,1,FALSE
0,0,1,0,2,0,0,0,0,1,1,6,3,0,1,11,0,4,0,3,1,FALSE
0,0,0,11,2,0,0,0,13,2,13,1,1,0,1,7,1,0,13,1,1,TRUE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,FALSE
0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,9,1,0,0,0,1,FALSE
0,0,0,0,11,0,0,0,0,2,0,4,3,0,1,13,1,2,0,3,1,FALSE
0,0,1,0,1,0,0,0,0,1,0,2,1,0,1,9,0,3,0,3,1,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,FALSE
0,0,2,0,1,0,0,0,0,1,0,3,2,0,1,52,2,2,0,1,1,FALSE
1,0,1,0,2,0,0,0,0,1,1,2,1,0,1,7,2,3,0,1,1,FALSE
0,0,1,0,3,0,0,0,0,1,0,2,1,0,1,3,0,1,0,0,1,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,1,FALSE
0,0,0,0,1,0,0,0,0,2,0,2,1,0,1,8,1,1,0,1,1,FALSE
2,0,0,0,1,0,0,0,0,3,0,3,2,0,1,8,1,3,0,1,1,FALSE
1,0,1,0,1,0,0,0,0,2,0,2,2,0,1,9,1,2,0,1,1,FALSE
0,0,1,0,1,0,0,0,0,1,0,5,3,0,1,11,2,3,0,2,1,FALSE
0,0,11,0,7,0,0,0,0,2,0,14,2,0,1,20,1,3,0,3,1,FALSE
0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,7,3,0,0,0,14,1,14,2,1,0,1,4,0,0,14,0,0,FALSE
2,2,1,0,2,1,3,3,0,3,4,6,5,2,0.5,10,2,2,0,0,0,TRUE
2,2,1,0,2,1,3,3,0,2,8,5,5,2,0.5,7,1,2,0,0,0,FALSE
0,0,0,4,3,0,0,0,7,1,9,2,1,0,1,5,0,1,7,0,0,FALSE
0,1,0,3,3,1,1,1,3,1,3,3,2,1,0,5,0,2,3,0,0,FALSE
0,1,0,1,2,1,1,1,1,1,1,3,3,1,0,4,0,2,1,0,0,FALSE
0,1,0,1,2,1,1,1,1,1,1,2,2,1,0,4,0,2,1,0,0,FALSE
0,1,0,1,2,1,1,1,1,1,1,2,2,1,0,4,0,2,1,0,0,FALSE
0,1,0,0,3,1,1,1,0,1,0,3,2,1,0,5,0,2,0,0,0,FALSE
0,1,0,1,2,1,1,1,1,1,1,2,2,1,0,4,0,2,1,0,0,FALSE
0,1,0,1,3,1,1,1,2,1,2,3,2,1,0,5,0,2,2,0,0,FALSE
0,1,0,12,4,1,1,1,17,2,17,3,3,1,0,7,1,2,17,0,0,FALSE
0,1,0,1,3,1,1,1,1,1,1,3,2,1,0,5,0,2,1,0,0,FALSE
0,0,0,2,3,1,1,1,2,1,2,3,2,0,1,5,0,2,2,0,0,FALSE
0,9,2,1,2,0.3,3,10,1,2,1,20,7,2,0,28,2,4,1,3,0,FALSE
0,1,0,3,3,1,1,1,3,1,5,3,2,1,0,5,0,2,3,0,0,FALSE
0,1,0,3,3,1,1,1,3,1,5,3,2,1,0,5,0,2,3,0,0,FALSE
0,1,0,1,3,1,1,1,1,1,1,3,2,1,0,5,0,2,1,0,0,FALSE
0,1,0,2,3,1,1,1,2,1,2,3,2,1,0,5,0,2,2,0,0,FALSE
0,0,0,11,3,1,1,1,15,1,17,3,2,0,1,5,0,2,15,0,0,FALSE
0,1,0,24,3,1,1,1,38,1,40,3,2,1,0,5,0,2,38,0,0,FALSE
1,1,0,11,2,1,2,2,18,1,18,4,4,1,0.5,4,0,2,18,0,0,FALSE
1,1,0,10,2,1,2,2,14,1,16,4,4,1,0.5,4,0,2,14,0,0,FALSE
0,0,0,2,3,0,0,0,2,1,2,2,2,0,1,4,0,2,2,0,0,FALSE
4,0,0,0,3,0.33,1,3,0,6,2,5,2,0,1,39,2,12,0,7,0,FALSE
1,0,1,0,1,0,0,0,0,1,2,2,1,0,1,12,0,1,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,1,2,23,4,0.5,1,2,31,1,31,8,4,1,0,14,0,3,31,1,0,FALSE
2,2,0,1,6,1,3,3,1,4,1,19,7,2,0.5,37,2,14,1,12,0,FALSE
0,0,0,0,4,0,0,0,0,7,1,4,2,0,1,34,2,3,0,7,0,FALSE
0,0,0,0,2,0,0,0,0,1,1,2,1,0,1,10,0,1,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,2,0,3,0,0,0,0,3,1,2,2,0,1,6,1,3,0,0,0,FALSE
0,0,2,0,1,0,0,0,0,1,0,3,2,0,1,8,2,3,0,1,0,FALSE
0,0,4,0,2,0,0,0,0,3,0,6,3,0,1,20,2,7,0,5,0,FALSE
1,0,4,0,4,0,0,0,0,1,1,5,4,0,1,7,0,3,0,1,0,FALSE
5,0,1,0,11,0.14,1,7,0,4,1,14,6,0,1,44,3,10,0,8,0,FALSE
1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,1,1,0,0,FALSE
0,0,0,5,2,0,0,0,8,1,8,1,0,0,1,3,0,0,8,0,0,FALSE
1,0,0,2,1,0,0,0,4,1,5,1,1,0,1,3,0,1,5,0,0,FALSE
1,0,0,3,1,0,0,0,3,1,3,1,1,0,1,3,0,1,3,0,0,FALSE
0,0,1,64,2,0,0,0,115,1,115,3,2,0,1,3,0,1,115,0,0,FALSE
0,0,0,5,1,0,0,0,8,1,8,0,0,0,1,2,0,0,8,0,0,FALSE
1,0,0,2,2,0,0,0,2,1,2,1,0,0,1,3,0,1,2,0,0,FALSE
1,0,0,1,2,0,0,0,1,1,1,2,0,0,1,3,0,1,1,0,0,FALSE
0,0,0,0,3,1,1,1,0,1,1,1,1,0,1,7,0,1,0,2,0,FALSE
0,3,1,6,4,0.67,2,3,8,1,8,7,4,2,0,11,0,3,8,3,0,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,0,FALSE
0,0,0,4,1,0,0,0,6,1,6,0,0,0,1,3,0,0,6,0,0,FALSE
0,0,0,3,1,0,0,0,4,1,4,0,0,0,1,3,0,0,4,0,0,FALSE
1,0,0,3,2,0,0,0,3,1,3,2,0,0,1,3,0,1,3,0,0,FALSE
1,0,0,4,2,0,0,0,5,1,5,1,0,0,1,3,0,1,5,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,2,0,0,1,0,0,FALSE
0,0,0,7,1,0,0,0,10,1,11,0,0,0,1,3,0,0,11,0,0,FALSE
0,0,0,8,1,0,0,0,14,1,15,0,0,0,1,3,0,0,15,0,0,FALSE
0,0,0,21,1,0,0,0,29,1,31,0,0,0,1,3,0,0,31,0,0,FALSE
2,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0,2,0,0,0,FALSE
0,0,0,17,1,0,0,0,26,0,27,0,0,0,1,0,0,0,26,0,0,TRUE
0,0,0,108,1,0,0,0,173,0,173,0,0,0,1,0,0,0,173,0,0,FALSE
0,0,0,5,1,0,0,0,8,0,8,0,0,0,1,0,0,0,8,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,10,1,0,0,0,10,0,10,0,0,0,1,0,0,0,10,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,5,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,6,1,0,0,0,7,0,7,0,0,0,1,0,0,0,7,0,0,FALSE
0,0,0,5,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,7,1,0,0,0,7,0,7,0,0,0,1,0,0,0,7,0,0,FALSE
0,0,0,8,1,0,0,0,8,0,8,0,0,0,1,0,0,0,8,0,0,FALSE
0,0,0,6,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,4,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,6,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,5,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,4,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,3,1,0,0,0,3,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,6,1,0,0,0,7,0,10,0,0,0,1,0,0,0,10,0,0,FALSE
0,0,0,5,1,0,0,0,5,0,8,0,0,0,1,0,0,0,8,0,0,FALSE
0,0,0,15,1,0,0,0,19,0,19,0,0,0,1,0,0,0,19,0,0,FALSE
0,0,0,4,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,9,1,0,0,0,13,0,13,0,0,0,1,0,0,0,13,0,0,FALSE
0,0,1,7,4,0,0,0,8,1,8,1,1,0,1,3,0,0,8,0,0,FALSE
1,1,0,6,2,1,1,1,11,1,12,1,1,1,0.5,3,0,1,12,0,0,FALSE
0,0,0,15,1,0,0,0,22,1,24,0,0,0,1,3,0,0,24,0,0,FALSE
1,1,0,4,2,1,1,1,6,1,6,1,1,1,0.5,3,0,1,6,0,0,FALSE
1,0,0,0,3,1,1,1,1,1,1,1,1,0,1,3,0,1,1,0,0,FALSE
0,0,1,48,5,0,0,0,82,1,82,3,2,0,1,3,0,1,82,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,4,1,0,0,0,5,1,5,0,0,0,1,3,0,0,5,0,0,FALSE
0,0,0,4,1,0,0,0,5,1,5,0,0,0,1,3,0,0,5,0,0,FALSE
0,0,0,2,1,0,0,0,4,1,4,0,0,0,1,3,0,0,4,0,0,FALSE
0,0,0,2,1,0,0,0,4,1,4,0,0,0,1,3,0,0,4,0,0,FALSE
0,0,0,5,1,0,0,0,7,1,7,0,0,0,1,3,0,0,7,0,0,FALSE
0,0,0,4,1,0,0,0,6,1,6,0,0,0,1,3,0,0,6,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,0,3,1,0,0,0,3,1,3,0,0,0,1,3,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,4,0,0,0,1,3,0,0,4,0,0,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,2,0,0,2,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,2,1,0,0,0,3,1,5,0,0,0,1,1,0,0,5,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,2,1,4,0,0,0,1,1,0,0,4,0,0,FALSE
0,0,0,3,1,0,0,0,9,1,11,0,0,0,1,1,0,0,11,0,0,FALSE
0,0,0,5,1,0,0,0,6,1,7,0,0,0,1,1,0,0,7,0,0,FALSE
0,0,1,4,1,0,0,0,15,1,15,3,3,0,1,8,2,1,15,1,0,FALSE
0,0,0,5,1,0,0,0,11,1,13,0,0,0,1,1,0,0,13,0,0,FALSE
0,0,0,6,1,0,0,0,9,1,10,0,0,0,1,1,0,0,10,0,0,TRUE
0,0,0,4,1,0,0,0,6,1,7,0,0,0,1,3,0,0,7,0,0,FALSE
0,0,0,2,1,0,0,0,3,1,3,0,0,0,1,3,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,3,0,0,FALSE
0,0,0,8,1,0,0,0,9,3,9,0,0,0,1,5,0,0,9,0,0,FALSE
0,0,0,3,1,0,0,0,4,1,5,0,0,0,1,3,0,0,5,0,0,FALSE
0,0,0,3,1,0,0,0,5,1,6,0,0,0,1,3,0,0,6,0,0,FALSE
0,0,0,1,1,0,0,0,2,1,3,0,0,0,1,3,0,0,3,0,0,FALSE
0,0,0,2,1,0,0,0,3,1,4,0,0,0,1,3,0,0,4,0,0,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,3,1,0,0,0,5,1,6,0,0,0,1,3,0,0,6,0,0,FALSE
10,0,1,1,1,0,0,0,1,1,1,3,1,0,1,14,0,11,1,1,0,FALSE
0,0,1,3,3,0,0,0,3,1,3,1,1,0,1,3,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,3,0,0,3,0,0,FALSE
0,0,0,9,1,0,0,0,11,1,12,0,0,0,1,3,0,0,12,0,0,FALSE
0,0,1,18,4,0,0,0,27,1,27,3,2,0,1,3,0,1,27,0,0,FALSE
1,0,0,1,2,1,1,1,1,1,1,1,1,0,1,3,0,1,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,FALSE
0,0,0,4,1,0,0,0,6,1,6,0,0,0,1,3,0,0,6,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,2,0,1,0,0,0,0,1,1,2,2,0,1,6,0,0,0,0,0,FALSE
0,0,0,12,1,0,0,0,18,1,19,0,0,0,1,3,0,0,19,0,0,FALSE
0,0,0,3,1,0,0,0,4,2,5,0,0,0,1,7,1,0,5,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,5,1,0,0,0,8,1,9,0,0,0,1,3,0,0,9,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,13,1,13,0,0,0,1,3,0,0,13,0,0,FALSE
0,0,0,2,1,0,0,0,4,1,4,0,0,0,1,3,0,0,4,0,0,FALSE
1,0,0,3,2,0,0,0,4,2,4,1,0,0,1,5,1,1,4,0,0,FALSE
1,0,2,2,1,0,0,0,3,1,3,3,2,0,1,15,1,2,3,1,0,FALSE
1,0,0,1,2,1,1,1,1,1,1,1,1,0,1,3,0,1,1,0,0,FALSE
1,0,0,4,2,1,1,1,8,1,8,1,1,0,1,3,0,1,8,0,0,FALSE
1,0,0,2,2,1,1,1,2,1,2,1,1,0,1,3,0,1,2,0,0,FALSE
1,0,0,2,2,1,1,1,2,1,2,1,1,0,1,3,0,1,2,0,0,FALSE
1,0,0,2,4,1,1,1,3,1,3,2,2,0,1,3,0,1,3,0,0,FALSE
1,0,1,1,2,0,0,0,1,2,1,2,1,0,1,6,1,1,1,0,0,FALSE
1,0,1,1,2,0,0,0,1,2,1,2,1,0,1,6,1,1,1,0,0,FALSE
1,0,0,1,2,1,1,1,1,1,1,1,1,0,1,3,0,1,1,0,0,FALSE
1,0,0,1,2,1,1,1,1,1,1,1,1,0,1,3,0,1,1,0,0,FALSE
1,0,0,0,2,1,1,1,0,1,0,1,1,0,1,3,0,1,0,0,0,FALSE
1,0,0,1,2,1,1,1,2,1,2,1,1,0,1,3,0,1,2,0,0,FALSE
1,0,0,1,2,1,1,1,2,1,2,1,1,0,1,3,0,1,2,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,0,2,1,0,0,0,2,1,3,0,0,0,1,3,0,0,3,0,0,FALSE
0,0,0,2,1,0,0,0,2,1,3,0,0,0,1,3,0,0,3,0,0,FALSE
0,0,1,0,4,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,4,0,0,0,1,1,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,2,1,4,0,0,0,1,1,0,0,3,0,0,FALSE
0,0,0,2,1,0,0,0,2,1,4,0,0,0,1,1,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,2,1,4,0,0,0,1,1,0,0,3,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,0,0,2,0,0,FALSE
0,0,0,2,1,0,0,0,3,1,4,0,0,0,1,3,0,0,4,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,2,0,0,FALSE
7,0,0,0,5,1,2,2,0,1,0,4,4,0,1,5,0,7,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,FALSE
0,0,0,16,1,0,0,0,28,1,31,0,0,0,1,3,0,0,31,0,0,TRUE
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,1,0,5,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,1,0,0,FALSE
0,0,0,3,1,0,0,0,4,1,7,0,0,0,1,3,0,0,6,0,0,FALSE
0,0,0,2,1,0,0,0,2,1,5,0,0,0,1,3,0,0,4,0,0,FALSE
0,0,0,3,1,0,0,0,4,1,6,0,0,0,1,3,0,0,5,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,1,0,0,FALSE
2,0,1,1,1,0,0,0,1,1,2,5,2,0,1,8,0,3,1,1,0,FALSE
0,0,0,0,2,0,0,0,0,1,0,2,2,0,1,3,0,0,0,0,0,FALSE
0,0,0,3,1,0,0,0,3,1,5,0,0,0,1,3,0,0,4,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,3,0,0,0,1,3,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,1,2,0,2,0,0,0,0,1,0,4,2,1,0,4,0,2,0,1,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
1,0,0,1,2,0,0,0,4,1,4,1,0,0,1,3,0,1,4,0,0,FALSE
1,0,0,1,2,0,0,0,4,1,4,1,0,0,1,3,0,1,4,0,0,FALSE
1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,1,1,0,0,FALSE
1,0,0,1,2,0,0,0,4,1,4,1,0,0,1,3,0,1,4,0,0,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,0,FALSE
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
1,0,0,0,2,0,0,0,1,1,1,1,0,0,1,7,0,6,1,0,0,FALSE
1,0,0,0,2,0,0,0,1,1,1,1,0,0,1,7,0,6,1,0,0,FALSE
0,1,0,0,8,1,2,2,0,1,0,7,4,1,0,8,0,3,0,3,0,FALSE
0,2,2,0,8,0.33,4,12,0,1,0,22,8,2,0,47,0,10,0,9,0,FALSE
0,0,1,0,2,0,0,0,0,1,3,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,1,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
2,0,0,0,1,0,0,0,0,1,1,2,2,0,1,3,0,2,0,0,0,FALSE
1,0,1,0,2,0,0,0,0,2,1,5,3,0,1,10,1,2,0,4,0,FALSE
0,0,1,6,1,0,0,0,6,1,6,1,1,0,1,18,0,0,6,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,13,0,0,0,0,1,0,3,2,0,1,8,1,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,3,2,0,2,0.33,1,3,0,3,0,9,3,1,0,23,2,4,0,9,0,FALSE
0,0,0,0,5,0,0,0,0,1,0,1,1,0,1,4,0,0,0,0,0,FALSE
1,0,0,0,12,1,1,1,0,2,1,2,2,0,1,6,1,1,0,0,0,FALSE
5,0,8,0,16,1,3,3,0,1,0,9,4,0,1,20,0,9,0,3,0,TRUE
5,1,1,0,16,0.75,3,4,0,1,1,11,6,1,0.83,66,2,12,0,5,0,FALSE
2,0,0,0,2,0,0,0,0,2,2,2,1,0,1,8,1,2,0,1,0,FALSE
2,0,0,0,2,0,0,0,0,2,4,2,1,0,1,8,1,2,0,1,0,FALSE
1,0,2,0,3,0,0,0,0,3,2,4,1,0,1,17,1,5,0,4,0,FALSE
0,2,0,0,7,0,0,0,0,3,0,15,5,2,0,38,1,8,0,7,0,FALSE
0,1,1,0,7,0,0,0,0,2,0,21,5,1,0,58,3,8,0,10,0,FALSE
0,0,0,0,7,0,0,0,0,2,0,12,3,0,1,23,1,6,0,6,0,FALSE
0,0,0,0,7,0.33,1,3,0,2,0,8,2,0,1,18,1,5,0,5,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,5,0,0,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,5,0,0,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,7,0,0,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,7,0,0,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,4,0,0,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,9,0,8,1,1,1,0,1,0,11,4,0,1,18,0,2,0,2,0,FALSE
