Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
Month-to-month,No,No,DSL,35.15,No phone service,Yes,Electronic check,No,0,No,99.75,Male,3,Yes
Month-to-month,No,No,Fiber optic,85.27053415,No,No,Electronic check,Yes,0,No,85.27053415,Male,1,Yes
One year,Yes,No internet service,No,19.5,No,Yes,Mailed check,Yes,0,No internet service,272,Female,14,No
One year,No,Yes,Fiber optic,112.6353057,Yes,Yes,Electronic check,Yes,0,Yes,6514.760168,Male,57,Yes
Month-to-month,No,No,Fiber optic,102.7904285,Yes,No,Electronic check,Yes,0,Yes,4108.720536,Female,39,Yes
Two year,Yes,No,DSL,73.85,Yes,Yes,Credit card (automatic),Yes,0,Yes,3371,Male,45,No
Month-to-month,No,No,DSL,45.55,No,No,Electronic check,Yes,0,No,84.4,Female,2,No
Two year,No,Yes,DSL,65.55,No,No,Bank transfer (automatic),Yes,0,No,4361.55,Male,67,No
Month-to-month,No,No internet service,No,19.84513698,No,No,Mailed check,Yes,0,No internet service,21.49788544,Male,1,No
Month-to-month,No,No internet service,No,19.2,No,No,Mailed check,Yes,0,No internet service,19.2,Male,1,No
One year,No,No,DSL,64.85,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,2908.2,Female,43,No
Two year,No,No internet service,No,20.05,No,Yes,Bank transfer (automatic),Yes,1,No internet service,1263.05,Female,67,No
Month-to-month,No,No,DSL,49.81856568,No,No,Electronic check,Yes,0,No,49.81856568,Female,1,Yes
Two year,No,No internet service,No,25.45,Yes,No,Credit card (automatic),Yes,0,No internet service,1866.45,Female,72,No
Month-to-month,No,No,Fiber optic,99.4,Yes,Yes,Electronic check,Yes,0,Yes,1742.95,Male,18,Yes
One year,No,Yes,Fiber optic,106.1156254,Yes,Yes,Electronic check,Yes,0,Yes,6111.053628,Male,57,Yes
Month-to-month,Yes,No,Fiber optic,88.5,Yes,No,Bank transfer (automatic),Yes,0,Yes,3645.05,Female,41,No
Two year,Yes,Yes,DSL,90.55,Yes,Yes,Credit card (automatic),Yes,0,Yes,6239.05,Female,71,No
Two year,Yes,No internet service,No,25.1,Yes,Yes,Mailed check,Yes,0,No internet service,789.55,Female,30,No
Month-to-month,No,Yes,DSL,81.75,Yes,No,Bank transfer (automatic),Yes,0,No,2028.8,Male,25,No
Month-to-month,No,No,Fiber optic,80.6,No,No,Mailed check,Yes,0,No,4348.1,Male,53,No
One year,Yes,Yes,DSL,80.05,Yes,Yes,Bank transfer (automatic),Yes,0,No,4042.2,Female,50,No
Month-to-month,Yes,No,Fiber optic,90.2,No,Yes,Electronic check,Yes,0,Yes,1776.55,Male,20,Yes
One year,No,No,Fiber optic,105.05,Yes,No,Bank transfer (automatic),Yes,0,Yes,6744.25,Female,65,No
Month-to-month,No,No,Fiber optic,89.75,Yes,No,Electronic check,Yes,0,Yes,552.65,Female,6,No
Month-to-month,No,Yes,DSL,56.25,No phone service,No,Electronic check,No,1,Yes,1765.95,Female,34,No
Month-to-month,No,No,Fiber optic,70.35,No,No,Electronic check,Yes,0,No,139.25,Female,2,No
Two year,No,Yes,DSL,55.65,No,No,Mailed check,Yes,0,No,1653.85,Male,30,No
One year,No,Yes,Fiber optic,109.2107652,Yes,Yes,Electronic check,Yes,0,Yes,7884.234551,Male,71,Yes
Month-to-month,Yes,No internet service,No,20.2,No,No,Mailed check,Yes,0,No internet service,83.75,Male,5,No
Month-to-month,Yes,Yes,DSL,50.6,No phone service,Yes,Credit card (automatic),No,0,Yes,1653.45,Male,32,No
Month-to-month,No,No,DSL,44.95,No phone service,No,Electronic check,No,0,Yes,996.85,Female,23,No
Month-to-month,No,No,Fiber optic,97.9,No,No,Electronic check,Yes,0,Yes,315.3,Female,3,Yes
Month-to-month,No,No internet service,No,20.75,No,No,Mailed check,Yes,0,No internet service,141.1,Male,7,No
Month-to-month,Yes,No,Fiber optic,77.95,No,Yes,Credit card (automatic),Yes,0,Yes,3384,Female,42,Yes
Month-to-month,Yes,No internet service,No,24,Yes,No,Mailed check,Yes,0,No internet service,24,Female,1,No
Month-to-month,No,No,Fiber optic,95.45,Yes,No,Electronic check,Yes,1,Yes,1752.55,Male,18,Yes
Month-to-month,No,No internet service,No,20.1,No,Yes,Bank transfer (automatic),Yes,0,No internet service,43.15,Female,2,No
Month-to-month,No,Yes,Fiber optic,89.25,No,No,Electronic check,Yes,0,No,487.05,Female,6,No
Month-to-month,No,Yes,Fiber optic,107.7317458,Yes,Yes,Electronic check,Yes,0,Yes,4554.134368,Male,43,Yes
Month-to-month,No,No,Fiber optic,65.1787069,Yes,No,Electronic check,Yes,0,No,736.9769315,Female,11,Yes
Month-to-month,No,Yes,Fiber optic,75.95076196,Yes,Yes,Electronic check,Yes,0,Yes,4807.755983,Male,64,Yes
Month-to-month,No,No,Fiber optic,84.02707294,Yes,No,Electronic check,Yes,0,Yes,1544.15196,Male,19,No
Month-to-month,No,No,Fiber optic,78.65220423,No,No,Electronic check,Yes,0,No,219.9178236,Female,3,Yes
Month-to-month,No,No,Fiber optic,91.96002518,No,No,Electronic check,Yes,0,No,324.4048776,Female,3,Yes
Month-to-month,No,No,Fiber optic,95.7,Yes,No,Electronic check,Yes,1,Yes,4816.7,Male,50,Yes
Two year,Yes,Yes,DSL,64.45,No phone service,Yes,Bank transfer (automatic),No,0,Yes,4528,Female,72,No
Month-to-month,No,Yes,DSL,49.85,No phone service,Yes,Bank transfer (automatic),No,0,Yes,617.15,Female,12,No
Month-to-month,No,No,Fiber optic,69.90712521,No,No,Electronic check,Yes,0,No,69.90712521,Female,1,No
Month-to-month,No,Yes,DSL,29.75,No phone service,No,Mailed check,No,0,No,790.7,Female,28,No
Month-to-month,No,No,Fiber optic,71.3,No,No,Credit card (automatic),Yes,1,No,1389.2,Male,20,Yes
Month-to-month,No,No,Fiber optic,84.5235739,No,No,Electronic check,Yes,0,No,437.0322161,Female,5,Yes
Month-to-month,No,No,Fiber optic,76.1,Yes,No,Electronic check,Yes,1,No,1712.7,Male,24,Yes
One year,Yes,Yes,DSL,75.8,Yes,Yes,Bank transfer (automatic),Yes,0,No,5293.95,Male,68,Yes
Two year,Yes,No internet service,No,20.7,No,Yes,Mailed check,Yes,0,No internet service,828.85,Male,42,No
Month-to-month,Yes,Yes,Fiber optic,105.35,Yes,No,Bank transfer (automatic),Yes,1,Yes,3465.05,Female,33,No
Month-to-month,No,No internet service,No,20.55,No,No,Credit card (automatic),Yes,0,No internet service,96.1,Female,5,No
Two year,Yes,No,DSL,74.8,No,Yes,Bank transfer (automatic),Yes,0,Yes,4820.15,Male,65,Yes
Month-to-month,Yes,Yes,Fiber optic,106.9,No,Yes,Electronic check,Yes,0,Yes,3756.45,Female,35,No
One year,Yes,No internet service,No,20,No,Yes,Mailed check,Yes,0,No internet service,218.55,Male,13,No
Month-to-month,No,No,Fiber optic,91.66052784,Yes,Yes,Electronic check,Yes,0,Yes,2427.825165,Male,28,Yes
Month-to-month,Yes,No,DSL,40.05,No phone service,Yes,Mailed check,No,1,No,880.2,Male,22,Yes
Month-to-month,Yes,Yes,DSL,85.7,Yes,Yes,Electronic check,Yes,0,Yes,4616.1,Male,53,No
Month-to-month,No,No,DSL,56.2,No,No,Electronic check,Yes,0,No,1093.4,Female,19,No
Two year,No,Yes,Fiber optic,106.3,No,Yes,Electronic check,Yes,0,Yes,5487,Male,52,No
Month-to-month,No,Yes,Fiber optic,84.8,No,No,Electronic check,Yes,0,No,888.75,Male,11,No
Month-to-month,No,No,Fiber optic,74.15,No,Yes,Credit card (automatic),Yes,1,No,3229.4,Female,42,Yes
Month-to-month,No,No,Fiber optic,48.73591074,Yes,No,Electronic check,Yes,0,Yes,1750.643036,Female,37,Yes
One year,No,Yes,Fiber optic,105.8032652,Yes,Yes,Electronic check,Yes,0,Yes,6101.067074,Male,57,Yes
Month-to-month,No,No,DSL,61.3,No,No,Electronic check,Yes,0,Yes,249.4,Male,4,No
One year,No,No internet service,No,23.75,Yes,No,Mailed check,Yes,0,No internet service,424.5,Male,18,No
Month-to-month,No,No,DSL,25.35,No phone service,No,Mailed check,No,0,No,25.35,Male,1,No
Month-to-month,No,No,Fiber optic,76.4,No,Yes,Mailed check,Yes,1,No,76.4,Female,1,Yes
One year,Yes,Yes,Fiber optic,85.05,No,Yes,Electronic check,Yes,0,Yes,3355.65,Male,40,No
Month-to-month,Yes,No internet service,No,19.7,No,Yes,Mailed check,Yes,0,No internet service,113.5,Female,6,No
Month-to-month,No,No internet service,No,19.75,No,No,Mailed check,Yes,0,No internet service,39.3,Male,2,No
Two year,No,No internet service,No,19.9,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1115.6,Female,57,No
Month-to-month,No,No,Fiber optic,85.77568203,No,No,Electronic check,Yes,0,No,272.0297742,Female,3,No
Month-to-month,No,No,Fiber optic,92.95713843,Yes,No,Electronic check,Yes,0,Yes,1861.316689,Male,21,Yes
Month-to-month,No,No,DSL,35.51404716,No,No,Electronic check,Yes,0,No,45.05161021,Male,1,Yes
Month-to-month,No,No,Fiber optic,75.52913931,Yes,No,Electronic check,Yes,0,Yes,1397.020174,Female,19,Yes
Two year,Yes,Yes,DSL,71.6,Yes,Yes,Credit card (automatic),Yes,0,No,4230.25,Male,58,No
One year,No,No,DSL,50.05,No,No,Bank transfer (automatic),Yes,0,No,2029.05,Female,41,No
One year,No,No internet service,No,24.55,Yes,No,Bank transfer (automatic),Yes,0,No internet service,1203.95,Female,48,No
Month-to-month,No,No,DSL,53.55,No,Yes,Mailed check,Yes,0,No,53.55,Female,1,No
Month-to-month,No,No,Fiber optic,79.32286784,Yes,Yes,Electronic check,Yes,0,Yes,2554.96202,Male,33,No
Two year,No,No,DSL,40.05,No phone service,No,Mailed check,No,0,No,2799.75,Male,70,No
Two year,No,No internet service,No,19.45,No,No,Mailed check,Yes,0,No internet service,165.35,Male,7,No
Month-to-month,No,No,Fiber optic,88.45911495,No,No,Electronic check,Yes,0,No,351.4315977,Female,4,Yes
Month-to-month,No,No,Fiber optic,80.1,No,No,Bank transfer (automatic),Yes,0,Yes,679.3,Female,8,Yes
One year,Yes,Yes,Fiber optic,94.4,Yes,Yes,Electronic check,Yes,0,No,4295.35,Female,44,No
Month-to-month,No,No,Fiber optic,93.29031454,Yes,No,Electronic check,Yes,0,No,1505.598085,Male,17,Yes
Month-to-month,No,Yes,Fiber optic,100.95,Yes,No,Electronic check,Yes,0,Yes,329.95,Male,3,Yes
Month-to-month,No,No internet service,No,36.11002168,No,No,Mailed check,Yes,0,No internet service,39.35754278,Male,1,Yes
Month-to-month,No,No,DSL,44,No,No,Electronic check,Yes,0,No,44,Male,1,No
Month-to-month,No,No,Fiber optic,84.28172121,No,No,Electronic check,Yes,0,No,169.0268137,Female,2,Yes
One year,No,Yes,DSL,74.1,Yes,Yes,Bank transfer (automatic),Yes,0,No,3833.95,Female,53,No
One year,No,Yes,Fiber optic,104,Yes,No,Electronic check,Yes,0,Yes,6363.45,Male,61,No
Month-to-month,No,No internet service,No,19.2,No,No,Electronic check,Yes,1,No internet service,37.2,Male,2,No
Month-to-month,No,No internet service,No,19.25,No,No,Mailed check,Yes,0,No internet service,331.35,Male,18,No
Month-to-month,Yes,No,Fiber optic,75,No,Yes,Bank transfer (automatic),Yes,0,No,1573.95,Male,22,No
Month-to-month,No,No,Fiber optic,84.95,No,No,Electronic check,Yes,0,Yes,668.4,Female,8,Yes
Two year,Yes,Yes,DSL,80.45,No,Yes,Bank transfer (automatic),Yes,0,Yes,5886.85,Female,72,No
Month-to-month,No,No,Fiber optic,105.8,Yes,Yes,Electronic check,Yes,1,Yes,2998,Male,28,No
Two year,No,Yes,DSL,59.95,No phone service,No,Credit card (automatic),No,0,Yes,3921.1,Female,65,No
Month-to-month,No,No,Fiber optic,59.77852873,Yes,No,Electronic check,Yes,0,Yes,1263.601965,Male,21,Yes
Month-to-month,No,No,DSL,46.88774782,No,No,Electronic check,Yes,0,No,46.88774782,Male,1,Yes
Month-to-month,No,Yes,Fiber optic,89.85,No,No,Mailed check,Yes,0,Yes,244.45,Male,3,No
Month-to-month,No,No,Fiber optic,84.93237086,No,No,Electronic check,Yes,0,No,180.8562113,Female,2,No
Month-to-month,No,No internet service,No,20.25,No,No,Mailed check,Yes,0,No internet service,20.25,Female,1,No
One year,No,Yes,Fiber optic,98.65,Yes,Yes,Credit card (automatic),Yes,0,Yes,6962.85,Male,71,No
Two year,Yes,Yes,DSL,81.25,Yes,Yes,Credit card (automatic),Yes,0,Yes,4620.4,Female,56,No
Month-to-month,No,No,DSL,41.59175084,No,No,Electronic check,Yes,0,No,73.9084658,Female,2,Yes
Month-to-month,No,No internet service,No,19.88160624,No,No,Mailed check,Yes,0,No internet service,19.88160624,Male,1,Yes
Month-to-month,No,No,Fiber optic,110.5212894,Yes,Yes,Electronic check,Yes,0,Yes,4439.387341,Female,40,Yes
Month-to-month,No,No,DSL,67.45,Yes,No,Mailed check,Yes,0,No,1801.1,Female,29,No
Month-to-month,No,No,DSL,49.15,No phone service,No,Electronic check,No,1,Yes,2550.9,Male,52,Yes
One year,Yes,No,DSL,39.1,No phone service,Yes,Electronic check,No,1,No,1096.6,Female,28,No
Month-to-month,No,No,Fiber optic,89.9,Yes,No,Bank transfer (automatic),Yes,0,Yes,5450.7,Male,60,No
One year,No,Yes,DSL,59.9,No phone service,Yes,Bank transfer (automatic),No,1,Yes,2816.65,Male,46,Yes
One year,No,Yes,DSL,35.3,No phone service,No,Mailed check,No,0,No,264.8,Male,7,No
Month-to-month,Yes,Yes,DSL,55.55,No,Yes,Mailed check,Yes,0,No,551.3,Female,10,No
Two year,No,Yes,Fiber optic,106.65,Yes,Yes,Credit card (automatic),Yes,0,No,5174.35,Female,49,No
Month-to-month,No,No,DSL,29.7,No phone service,No,Mailed check,No,0,No,29.7,Male,1,Yes
Month-to-month,No,No,DSL,41.6836744,No,No,Electronic check,Yes,0,No,41.6836744,Male,1,No
Month-to-month,No,No,Fiber optic,63.34137629,Yes,No,Electronic check,Yes,0,Yes,2294.921117,Male,40,Yes
Month-to-month,No,No,DSL,35.9899152,No,No,Electronic check,Yes,0,No,35.9899152,Male,1,No
One year,No,Yes,Fiber optic,100,Yes,No,Electronic check,Yes,1,Yes,5509.3,Female,55,Yes
One year,Yes,No internet service,No,19.65,No,Yes,Mailed check,Yes,0,No internet service,19.65,Male,1,No
Month-to-month,No,No,Fiber optic,91.70649727,No,No,Electronic check,Yes,0,No,166.5343788,Female,2,Yes
Month-to-month,No,Yes,Fiber optic,84.3,Yes,Yes,Electronic check,Yes,0,No,3588.4,Female,42,Yes
Two year,Yes,Yes,DSL,89.55,Yes,No,Mailed check,Yes,0,Yes,5012.35,Male,57,No
Month-to-month,No,No,Fiber optic,87.12572927,No,No,Electronic check,Yes,0,No,266.9831593,Female,3,Yes
Month-to-month,No,Yes,Fiber optic,90.7,Yes,Yes,Electronic check,Yes,0,No,1374.9,Female,16,No
Two year,Yes,No,Fiber optic,100.55,Yes,No,Mailed check,Yes,0,Yes,3895.35,Male,39,No
One year,No,Yes,DSL,70.85,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,4738.85,Female,66,No
Month-to-month,No,No,Fiber optic,96.25697693,Yes,No,Electronic check,Yes,0,No,1038.165849,Female,11,Yes
Two year,Yes,Yes,DSL,67.85,No,Yes,Mailed check,Yes,0,No,4627.65,Male,67,No
Two year,No,No internet service,No,20.4,No,Yes,Mailed check,Yes,0,No internet service,292.4,Female,14,No
Month-to-month,No,No internet service,No,19.25,No,No,Bank transfer (automatic),Yes,0,No internet service,617.65,Female,35,No
Month-to-month,No,No,Fiber optic,81.37098041,No,No,Electronic check,Yes,0,No,299.8885013,Female,3,Yes
Two year,No,Yes,Fiber optic,99.3,No,No,Bank transfer (automatic),Yes,0,Yes,2513.5,Male,25,No
Month-to-month,No,No,Fiber optic,96.6,Yes,No,Electronic check,Yes,0,Yes,291.9,Female,3,Yes
Two year,Yes,No internet service,No,19.7,No,Yes,Mailed check,Yes,0,No internet service,258.35,Male,12,No
One year,No,Yes,DSL,73,Yes,Yes,Electronic check,Yes,0,Yes,3001.2,Male,41,Yes
Month-to-month,Yes,No,Fiber optic,80.75,Yes,Yes,Electronic check,Yes,0,No,4116.9,Female,51,No
Month-to-month,No,No,Fiber optic,97.22859094,Yes,Yes,Electronic check,Yes,0,Yes,2486.332298,Male,26,No
One year,No,Yes,Fiber optic,101.75,Yes,Yes,Electronic check,Yes,0,Yes,7069.3,Female,70,No
Month-to-month,No,Yes,Fiber optic,94.45,No,No,Credit card (automatic),Yes,1,Yes,742.95,Female,8,Yes
Month-to-month,No,No,DSL,45.2,No,No,Credit card (automatic),Yes,0,No,492,Male,11,No
Month-to-month,No,No,Fiber optic,69.05,No,No,Mailed check,Yes,0,No,1793.25,Male,27,No
Month-to-month,No,No,DSL,63.55,Yes,Yes,Mailed check,Yes,1,No,1381.8,Female,22,No
Month-to-month,No,No,Fiber optic,59.84794555,No,No,Electronic check,Yes,0,No,137.3707604,Female,2,Yes
Month-to-month,No,No,Fiber optic,51.05554317,Yes,No,Electronic check,Yes,0,No,901.9672766,Male,19,Yes
Month-to-month,No,Yes,Fiber optic,79.8,No,No,Electronic check,Yes,0,No,973.45,Male,13,Yes
Month-to-month,No,No,Fiber optic,78.23456042,Yes,Yes,Electronic check,Yes,0,Yes,2869.100444,Male,36,Yes
Two year,No,Yes,DSL,80.1,Yes,Yes,Mailed check,Yes,0,No,5585.4,Male,71,No
Month-to-month,No,No,Fiber optic,89.45,No,No,Electronic check,Yes,0,Yes,240.45,Female,3,Yes
Month-to-month,No,No,DSL,49.99925222,No,No,Electronic check,Yes,0,No,49.99925222,Female,1,Yes
Month-to-month,Yes,No,Fiber optic,89.55,No,Yes,Bank transfer (automatic),Yes,0,Yes,185.55,Male,2,Yes
Two year,No,No,Fiber optic,97.45,Yes,No,Bank transfer (automatic),Yes,0,Yes,6253,Female,63,No
Month-to-month,No,No,Fiber optic,91.70102737,No,No,Electronic check,Yes,0,No,91.70102737,Male,1,Yes
Month-to-month,No,Yes,DSL,53.45,No,No,Electronic check,Yes,0,No,119.5,Male,2,No
Month-to-month,No,No,Fiber optic,109.5853302,Yes,Yes,Electronic check,Yes,0,Yes,3581.041347,Male,33,Yes
Month-to-month,No,No internet service,No,19.2,No,No,Credit card (automatic),Yes,0,No internet service,532.1,Female,25,No
Month-to-month,Yes,No internet service,No,20.1,No,Yes,Credit card (automatic),Yes,0,No internet service,232.4,Female,12,No
Two year,Yes,No internet service,No,19.95,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1303.25,Male,68,No
Month-to-month,No,No,Fiber optic,85.3,Yes,Yes,Electronic check,Yes,1,No,2661.1,Male,32,Yes
Month-to-month,No,No,Fiber optic,96,Yes,No,Electronic check,Yes,0,Yes,174.8,Female,2,Yes
Month-to-month,No,No,Fiber optic,76.42329496,No,No,Electronic check,Yes,0,No,160.816023,Female,2,Yes
Two year,Yes,No internet service,No,24.25,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1784.5,Female,72,No
Month-to-month,No,No,Fiber optic,82.50809226,Yes,No,Electronic check,Yes,0,Yes,2238.93085,Male,27,No
One year,No,Yes,Fiber optic,99.56713602,Yes,Yes,Electronic check,Yes,0,Yes,6752.822905,Male,65,Yes
Two year,Yes,Yes,Fiber optic,96.55,No,Yes,Electronic check,Yes,1,Yes,2263.45,Female,24,No
One year,Yes,No internet service,No,20.4,No,Yes,Electronic check,Yes,0,No internet service,1090.65,Female,52,No
Month-to-month,No,No,DSL,45.05,No,No,Electronic check,Yes,1,No,770.6,Male,17,Yes
One year,No,Yes,DSL,69.95,No,No,Electronic check,Yes,0,Yes,220.45,Female,3,No
Month-to-month,No,No,DSL,45.15,No,No,Electronic check,Yes,0,No,416.45,Female,9,Yes
Two year,Yes,Yes,DSL,68.95,Yes,Yes,Credit card (automatic),Yes,0,Yes,4858.7,Male,70,No
Month-to-month,No,No,Fiber optic,89.15,No,No,Electronic check,Yes,1,Yes,574.35,Female,7,No
One year,Yes,No internet service,No,19.55,No,Yes,Electronic check,Yes,0,No internet service,1108.8,Male,58,No
Month-to-month,No,No internet service,No,19.5,No,No,Mailed check,Yes,0,No internet service,19.5,Male,1,No
Month-to-month,No,Yes,DSL,33.45,No phone service,No,Mailed check,No,0,No,1175.85,Female,35,No
Month-to-month,No,No,Fiber optic,73.6,Yes,No,Electronic check,Yes,0,No,520,Male,7,Yes
Month-to-month,No,No,Fiber optic,98.9,No,No,Bank transfer (automatic),Yes,0,Yes,1120.95,Female,12,Yes
Month-to-month,No,No,DSL,28.98994673,No,No,Electronic check,Yes,0,No,28.98994673,Male,1,Yes
Month-to-month,No,Yes,Fiber optic,79.35,Yes,No,Mailed check,Yes,1,No,1835.3,Female,23,No
Two year,Yes,Yes,DSL,54.05,No phone service,Yes,Credit card (automatic),No,0,No,2375.2,Male,44,No
Month-to-month,No,No,Fiber optic,56.45565237,Yes,No,Electronic check,Yes,0,No,673.7143737,Female,13,No
Two year,No,No internet service,No,20.05,No,No,Bank transfer (automatic),Yes,0,No internet service,902,Male,46,No
Month-to-month,No,No,Fiber optic,98.8,Yes,No,Electronic check,Yes,1,Yes,5617.75,Male,55,Yes
One year,No,Yes,Fiber optic,103.95,Yes,No,Bank transfer (automatic),Yes,0,Yes,5639.05,Female,54,Yes
Two year,No,Yes,DSL,91.7,Yes,Yes,Electronic check,Yes,0,Yes,6424.7,Female,68,No
Two year,Yes,No internet service,No,25.1,Yes,Yes,Mailed check,Yes,0,No internet service,611.45,Female,23,No
Month-to-month,No,Yes,Fiber optic,87,No,Yes,Bank transfer (automatic),Yes,0,Yes,1850.65,Male,22,No
Month-to-month,No,No,Fiber optic,74.4,Yes,No,Bank transfer (automatic),Yes,1,No,1692.6,Female,22,Yes
Month-to-month,No,No,Fiber optic,75.4,No,No,Electronic check,Yes,0,No,1380.4,Female,18,No
Month-to-month,No,Yes,DSL,50,No,Yes,Mailed check,Yes,0,No,1474.9,Male,30,No
Month-to-month,No,No,Fiber optic,86.81437761,Yes,No,Electronic check,Yes,0,No,872.9382221,Male,9,No
One year,No,No,Fiber optic,94.75,No,Yes,Electronic check,Yes,0,Yes,5276.1,Female,55,No
Two year,Yes,No,DSL,63.8,No,Yes,Bank transfer (automatic),Yes,0,No,3007.25,Female,47,No
Month-to-month,No,No,Fiber optic,73.5394699,Yes,No,Electronic check,Yes,0,Yes,1469.394898,Male,19,Yes
Month-to-month,No,No,Fiber optic,89.95,Yes,Yes,Electronic check,Yes,1,Yes,6143.15,Male,69,Yes
Month-to-month,No,No,DSL,49.4,No,No,Electronic check,Yes,0,No,408.25,Female,8,No
Month-to-month,No,No,Fiber optic,61.37691077,Yes,Yes,Electronic check,Yes,0,Yes,3178.385013,Male,52,No
Two year,No,Yes,Fiber optic,88.8,No,Yes,Credit card (automatic),Yes,1,Yes,4805.3,Female,55,No
Month-to-month,No,No,Fiber optic,63.45665487,No,No,Electronic check,Yes,0,No,231.1257843,Female,3,No
Month-to-month,No,No,Fiber optic,76.25739454,Yes,No,Electronic check,Yes,0,No,819.7247491,Male,10,No
One year,No,Yes,Fiber optic,92.32666861,Yes,Yes,Electronic check,Yes,0,Yes,5915.727572,Male,64,Yes
Month-to-month,No,No,Fiber optic,74.80661394,Yes,No,Electronic check,Yes,0,Yes,2158.108887,Male,34,No
Month-to-month,No,No,Fiber optic,75.7,No,No,Electronic check,Yes,0,No,75.7,Female,1,Yes
Month-to-month,No,No,Fiber optic,71.25,No,No,Electronic check,Yes,1,No,71.25,Female,1,No
Two year,No,No internet service,No,20.05,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1423.65,Female,72,No
Month-to-month,No,No,DSL,45.59676955,No,No,Electronic check,Yes,0,No,83.26767104,Female,2,No
